number,category,questionText,questionCode,answerText,answerCode,mdnLink,timesSkipped,timesEdited,lastUpdated
772,Misc,"When is undefined used, or what is it used for?",,"You can assign the value 'undefined' or 'null' to a variable if you want that variable to exist, but don't know what value you want it to hold, or if the value of the variable is likely to change / be set after instantiating it.",,https://www.google.com/search?q=when is undefined used,,,
773,Functions,What is a 'First Class' Function?,,The function is a first class citizens - you can do with functions everything you can do with other elements.,,https://www.google.com/search?q=First Class Function,,,
774,Array Methods,What does <code>Array.copyWithin()</code> do?,,<code>Array.copyWithin()</code> shallow copies part of an array to another location in the same array and returns it without modifying its length.,"const array1 = ['a', 'b', 'c', 'd', 'e']; | 
 | 
// Copy to index 0 the element at index 3 | 
console.log(array1.copyWithin(0, 3, 4)); | 
// Expected output: Array [""d"", ""b"", ""c"", ""d"", ""e""] | 
 | 
// Copy to index 1 all elements from index 3 to the end | 
console.log(array1.copyWithin(1, 3)); | 
// Expected output: Array [""d"", ""d"", ""e"", ""d"", ""e""]",https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Array/copyWithin,,,
775,Array Methods,What does  <code>Array.find()</code> do?,,<code>Array.find()</code>  returns the value of the first element in an array that passes a test.,"const array1 = [5, 12, 8, 130, 44]; | 
 | 
const found = array1.find(element => element > 10); | 
 | 
console.log(found); | 
// Expected output: 12",https://www.google.com/search?q=Array.find(),,,
776,Array Methods,What does <code>Array.indexOf()</code> do?,,"The indexOf() method returns the first index at which a given element can be found in the array, or -1 if it is not present.","const beasts = ['ant', 'bison', 'camel', 'duck', 'bison']; | 
 | 
console.log(beasts.indexOf('bison')); | 
// expected output: 1 | 
 | 
// Start from index 2 | 
console.log(beasts.indexOf('bison', 2)); | 
// expected output: 4 | 
 | 
console.log(beasts.indexOf('giraffe')); | 
// expected output: -1",https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Array/indexOf,,,
777,Array Methods,What does <code>Array.sort()</code> do?,,"<code>Array.sort()</code> sorts the elements of an array in place and returns the reference to the same array, now sorted. The default sort order is ascending, built upon converting the elements into strings, then comparing their sequences of UTF-16 code units values.  Can include arguments to specify how you want sorting to be done.","const months = ['March', 'Jan', 'Feb', 'Dec']; | 
months.sort(); | 
console.log(months); | 
// Expected output: Array [""Dec"", ""Feb"", ""Jan"", ""March""] | 
 | 
const array1 = [1, 30, 4, 21, 100000]; | 
array1.sort(); | 
console.log(array1); | 
// Expected output: Array [1, 100000, 21, 30, 4]",https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Array/sort,,,
778,Async / Await,"If there is <i>await</i> before makeRequest(google), what does this mean?",,It means that the code should wait until makeRequest is resolved before executing the next code in the program.,,"https://www.google.com/search?q=if there is await before makeReqest(google), what does this mean?",,,
779,Document Methods,What does <code>Document.embeds</code> do?,,The embeds read-only property of the Document interface returns a list of the embedded <embed> elements within the current document.,,https://developer.mozilla.org/en-US/docs/Web/API/Document/embeds,,,
780,Array Methods,What does  <code>Array.sort()</code> do?,,"Syntax: array.sort(compareFunction) | 
This method sorts an array. 
By default it sorts ascending and alphabetical.
When acompare function is present, the sort() method compares two values and it sends the values to the compare function and sorts the values according to the returned value.
It returns the new sorted array and alters the original array.
EX: var points = [40, 100, 1, 5, 25, 10];
points.sort(function(a, b){return a-b});
result of points is 1,5,10,25,40,100 // a-b produces a negative value and thus a is prior to b","let points = [40, 100, 1, 5, 25, 10]; | 
points.sort(function(a, b){return a-b}); | 
// result of points is 1,5,10,25,40,100  | 
// a-b produces a negative value and thus a is prior to b",https://www.google.com/search?q=sort(),,,
781,Methods,What does  <code>Date.isArray()</code> do?,,Checks whether an object is an array,,https://www.google.com/search?q=Date.isArray(),,,
782,Methods,What does  <code>Object.unescape()</code> do?,,Deprecated in version 1.5. Use decodeURI() or decodeURIComponent() instead,,https://www.google.com/search?q=Object.unescape(),,,
783,Methods,What does  <code>Number.toPrecision(x)</code> do?,,Formats a number to x length,,https://www.google.com/search?q=Number.toPrecision(x),,,
784,Methods,What does  <code>Document.domConfig</code> do?,,Obsolete. Returns the DOM configuration of the document,,https://www.google.com/search?q=Document.domConfig,,,
785,Methods,What does  <code>String.replace()</code> do?,,"Searches a string for a specified value, or a regular expression, and returns a new string where the specified values are replaced",,https://www.google.com/search?q=String.replace(),,,
786,Methods,What does  <code>Element.isSupported()</code> do?,,Returns true if a specified feature is supported on the element,,https://www.google.com/search?q=Element.isSupported(),,,
787,Methods,What does  <code>Element.getAttribute()</code> do?,,Returns the specified attribute value of an element node,,https://www.google.com/search?q=Element.getAttribute(),,,
788,Methods,What does  <code>Element.getBoundingClientRect()</code> do?,,Returns the size of an element and its position relative to the viewport,,https://www.google.com/search?q=Element.getBoundingClientRect(),,,
789,Methods,What does  <code>Window.requestAnimationFrame()</code> do?,,Requests the browser to call a function to update an animation before the next repaint,,https://www.google.com/search?q=Window.requestAnimationFrame(),,,
790,Methods,What does  <code>Element.setAttribute()</code> do?,,"Sets or changes the specified attribute, to the specified value",,https://www.google.com/search?q=Element.setAttribute(),,,
791,Methods,What does  <code>Element.removeEventListener()</code> do?,,Removes an event handler that has been attached with the addEventListener() method,,https://www.google.com/search?q=Element.removeEventListener(),,,
792,Methods 2,"What does  <code>arr.reduce(callbackfxn(accumulator, item, index, array))</code> do?",,"const array1 = [1, 2, 3, 4];
const reducer = (accumulator, currentValue) => accumulator + currentValue;
// 1 + 2 + 3 + 4
console.log(array1.reduce(reducer));
// expected output: 10
// 5 + 1 + 2 + 3 + 4
console.log(array1.reduce(reducer, 5));
// expected output: 15

let arr = [1, 2, 3, 4, 5];
let result = arr.reduce((sum, current) => sum + current, 0);
alert(result); // 15

var numbers = [175, 50, 25];
document.getElementById(""demo"").innerHTML = numbers.reduce(myFunc);
function myFunc(total, num) {
return total - num;
}
// returns 100",,"https://www.google.com/search?q=arr.reduce(callbackfxn(accumulator, item, index, array))",,,
793,Methods 2,What does  <code>arr.reverse()</code> do?,,"
reverses the order of elements in an array
returns the SAME array bc it modifies the original one

const array1 = ['one', 'two', 'three'];
console.log('array1:', array1);
// expected output: ""array1:"" Array [""one"", ""two"", ""three""]
const reversed = array1.reverse();
console.log('reversed:', reversed);
// expected output: ""reversed:"" Array [""three"", ""two"", ""one""]
// Careful: reverse is destructive -- it changes the original array.
console.log('array1:', array1);
// expected output: ""array1:"" Array [""three"", ""two"", ""one""]",,https://www.google.com/search?q=arr.reverse(),,,
794,Native ArrayMethods,What does  <code>array.toLocaleString()</code> do?,,"Returns a string representing the elements of the array. The elements are converted to Strings using their toLocaleString methods and these Strings are separated by a locale-specific String (such as a comma "",""). ???",,https://www.google.com/search?q=array.toLocaleString(),,,
795,Native ArrayMethods,What does  <code>array.filter()</code> do?,,Creates a new array with all elements that pass the test implemented by the provided function.,,https://www.google.com/search?q=array.filter(),,,
796,Strings,What does  <code>valueOf()</code> do?,,Returns the primitive value of a String object,,https://www.google.com/search?q=valueOf(),,,
797,Strings,What does  <code>toLocaleUpperCase()</code> do?,,"Converts a string to uppercase letters, according to the host's locale",,https://www.google.com/search?q=toLocaleUpperCase(),,,
